book_id,goodreads_book_id,biography,business,childrens,classics,fantasy,historical-fiction,humor,memoir,mystery,non-fiction,paranormal,romance,science,science-fiction,young-adult
1,2767052,0.0,0.0,0.0,0.0,0.2858336154329753,0.0,0.0,0.0,0.0,0.0,0.0,0.08812939361033319,0.0,0.1407977631330206,0.4852392278236708
2,3,0.0,0.0,0.03753044490419073,0.01871938069783109,0.7570347161598163,0.0,0.0,0.0,0.010475837409263224,0.0,0.014717196238584406,0.0,0.0,0.0,0.16152242459031424
3,41865,0.0,0.0,0.0,0.0,0.4579193641433241,0.0,0.0,0.0,0.0,0.0,0.16601499903852318,0.0,0.0,0.007836036151528749,0.3682296006666239
4,2657,0.0,0.0,0.0,0.7930953997623493,0.0,0.12937107452045493,0.0,0.0,0.0104396537090477,0.0,0.0,0.0,0.0,0.0,0.06709387200814802
5,4671,0.0,0.0,0.0,0.8201008739510414,0.0,0.0717639897386843,0.0,0.0,0.0,0.0,0.0,0.09087351623983651,0.0,0.0,0.017261620070437845
6,11870085,0.0,0.0,0.0,0.0,0.0,0.0,0.022847563166087895,0.0,0.0,0.0,0.0,0.37595497545204165,0.0,0.0,0.6011974613818705
7,5907,0.0,0.0,0.012904677766126058,0.1505561700640206,0.8003485938929031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008341353865896696,0.027849204411053492
8,5107,0.0,0.0,0.0,0.8461712220465326,0.0,0.012520571815805608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14130820613766176
9,960,0.0,0.0,0.0,0.012598653247411483,0.0466294982260517,0.07689522844109768,0.0,0.0,0.8312214901165738,0.0,0.0,0.012598653247411483,0.0,0.020056476721453914,0.0
10,1885,0.0,0.0,0.0,0.6522590291800904,0.0,0.0709231883834569,0.0,0.0,0.0,0.0,0.0,0.2699428113390779,0.0,0.0,0.006874971097374871
11,77203,0.0,0.0,0.0,0.18150416077877218,0.0,0.696969696969697,0.0,0.0,0.0,0.05777987125137384,0.0,0.0,0.0,0.0,0.063746271000157
12,13335037,0.0,0.0,0.0,0.0,0.20420691163894544,0.0,0.0,0.0,0.0,0.0,0.0,0.14693033338415748,0.0,0.11947204783654962,0.5293907071403475
13,5470,0.0,0.0,0.0,0.4219302843664002,0.0863910365613943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46887694928580786,0.022801729786397586
14,7613,0.0,0.0,0.0,0.7726495726495727,0.12844090775125258,0.01623931623931624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06445623342175066,0.01821396993810787
15,48855,0.18722505718810487,0.0,0.007742389582966743,0.2819373570297378,0.0,0.0509194087629773,0.0,0.08472637691360196,0.0,0.33034928734823155,0.0,0.0,0.0,0.0,0.05710012317437973
16,2429135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,6148028,0.0,0.0,0.0,0.0,0.34761079475117607,0.0,0.0,0.0,0.0,0.0,0.0,0.11241744343997379,0.0,0.08173015798665713,0.45824160382219314
18,5,0.0,0.0,0.03435020973376065,0.020949351579129447,0.7559064198230837,0.0,0.0,0.0,0.010109503606075312,0.0,0.01383810379538826,0.0,0.0,0.0,0.16484641146256265
19,34,0.0,0.0,0.0,0.12974687798255166,0.8500490650750763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009019908322243282,0.01118414862012878
20,7260188,0.0,0.0,0.0,0.0,0.2731173032177515,0.0,0.0,0.0,0.0,0.0,0.0,0.0848192497588105,0.0,0.1359060212246751,0.5061574257987628
21,2,0.0,0.0,0.16323532895827902,0.03440024639294937,0.4891373877609041,0.0,0.0,0.0,0.06354095098201805,0.0,0.09779904759648417,0.03027790281693478,0.0,0.028287805918169113,0.09332132957426141
22,12232938,0.0,0.0,0.0,0.024786405032391323,0.1966012580978312,0.0,0.0,0.0,0.47131724720683504,0.0,0.06590930429067693,0.02854192094639001,0.0,0.0,0.2128438644258755
23,15881,0.0,0.0,0.0361618780084707,0.013645628050631447,0.7613219684011198,0.0,0.0,0.0,0.011602638540226175,0.0,0.014108191713364717,0.0,0.0,0.0,0.16315969528618718
24,6,0.0,0.0,0.03185665495223482,0.012760481116665843,0.7598475473939514,0.0,0.0,0.0,0.00976092659506014,0.0,0.013898925902093748,0.0,0.0,0.0,0.17187546403999407
25,136251,0.0,0.0,0.029175659049194214,0.013019625244559189,0.7522539784989613,0.0,0.0,0.0,0.008652857056415015,0.0,0.01419956029770669,0.007039270658948345,0.0,0.0,0.1756590491942153
26,968,0.0,0.0,0.0,0.12458836443468715,0.20801317233809002,0.482436882546652,0.0,0.0,0.066410537870472,0.0,0.0,0.06311745334796927,0.0,0.05543358946212953,0.0
27,1,0.0,0.0,0.029291233800601855,0.019315781780056152,0.7495249184674398,0.0,0.0,0.0,0.009375614329567966,0.0,0.013569437513546754,0.006734312228119786,0.0,0.0,0.1721887018806676
28,7624,0.0,0.0,0.01072924827139889,0.8194761401955107,0.015395619741816819,0.011921386968220989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016587758438638918,0.12588984638441364
29,18135,0.0,0.0,0.0,0.7135594216527565,0.0,0.02615493123310215,0.0,0.0,0.0,0.0,0.0,0.24709063124485717,0.0,0.0,0.01319501586928412
30,8442457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9662673025474002,0.0,0.0,0.03373269745259974,0.0,0.0,0.0
31,4667024,0.0,0.0,0.0,0.08927496344714887,0.0,0.8699578567128236,0.020813623462630087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019953556377397437
32,890,0.0,0.0,0.0,0.9067627050820328,0.0,0.07575030012004802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017486994797919167
33,930,0.026986310342568938,0.0,0.0,0.093928080172922,0.0,0.5857732363922186,0.0,0.03366738717495251,0.0,0.025807296783913015,0.0,0.23383768913342504,0.0,0.0,0.0
34,10818853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9138795986622074,0.0,0.0,0.08612040133779264
35,865,0.0,0.0,0.0,0.3783421079797667,0.47424383193971303,0.0689583978527924,0.0,0.0,0.0,0.02333023639929803,0.0,0.02085268917105399,0.0,0.0,0.03427273665737587
36,3636,0.0,0.0,0.25373946151754145,0.2937177046505303,0.13706826217024748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15066630405221648,0.16480826760946424
37,100915,0.0,0.0,0.06676634449369004,0.15033552268560546,0.6863530375037824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004770296007547035,0.09177479930937506
38,14050,0.0,0.0,0.0,0.03278748850045998,0.3321803127874885,0.012364305427782888,0.0,0.0,0.0,0.0,0.025059797608095676,0.5274701011959522,0.0,0.07013799448022079,0.0
39,13496,0.0,0.0,0.0,0.07089192833750722,0.5478713157387787,0.11269504912348295,0.0,0.0,0.0,0.0,0.0,0.09208245039491428,0.0,0.1764592564053169,0.0
40,19501,0.1427649042255542,0.0,0.0,0.0,0.0,0.0,0.012195996843389052,0.29664968792596313,0.0,0.4677523495229213,0.0,0.08063706148217233,0.0,0.0,0.0
41,28187,0.0,0.0,0.03621481755293869,0.0,0.6954005386280826,0.0,0.009378465438031367,0.0,0.008533558641812326,0.0,0.01685589058456989,0.0,0.0,0.0,0.23361672915456513
42,1934,0.0,0.0,0.0316977854971776,0.727626633925764,0.0,0.08911913995238595,0.0,0.0,0.0,0.0,0.0,0.06803719286687529,0.0,0.0,0.08351924775779718
43,10210,0.0,0.0,0.0,0.08845338983050847,0.0,0.5614406779661016,0.0,0.0,0.1504237288135593,0.0,0.0,0.1128177966101695,0.0,0.0,0.08686440677966102
44,15931,0.0,0.0,0.0,0.07069767441860465,0.0,0.06170542635658915,0.0,0.0,0.0,0.0,0.0,0.7795348837209303,0.0,0.0,0.08806201550387596
45,4214,0.0,0.0,0.0,0.2369607211848036,0.6477784932388925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11526078557630393
46,43641,0.0,0.0,0.0,0.11105290728129912,0.0,0.4546883184913567,0.0,0.0,0.0,0.0,0.0,0.3886851754845469,0.0,0.0,0.045573598742797275
47,19063,0.0,0.0,0.0,0.046597795710741984,0.035230947969981476,0.5312902314189719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38688102490030457
48,4381,0.0,0.0,0.0,0.5821680635200707,0.05571239523599471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010322011468901634,0.333303925893251,0.018493603881782093
49,49041,0.0,0.0,0.0,0.0,0.34484374738463086,0.0,0.0,0.0,0.0,0.0,0.136015934921246,0.22419362937917414,0.0,0.00570778166479755,0.2892389066501515
50,30119,0.0,0.0,0.41954239569313595,0.22514131897711978,0.03639300134589502,0.0,0.18218034993270524,0.0,0.0,0.0219650067294751,0.0,0.0,0.0,0.0,0.11477792732166892
51,256683,0.0,0.0,0.0,0.0,0.09503380135205408,0.0,0.0,0.0,0.014950598023920956,0.0,0.2793161726469059,0.20833333333333334,0.0,0.015665626625065,0.38670046801872077
52,428263,0.0,0.0,0.0,0.0,0.3437955191787473,0.0,0.0,0.0,0.0,0.0,0.13771935908996324,0.22352084344870637,0.0,0.0058437955191787475,0.2891204827634043
53,113436,0.0,0.0,0.009634076004528657,0.0,0.809689616132271,0.0,0.0,0.0,0.0,0.0,0.005340396898297481,0.004400487044197125,0.0,0.006515284215922928,0.16442013970478286
