book_id,goodreads_book_id,biography,business,childrens,classics,fantasy,historical-fiction,humor,memoir,mystery,non-fiction,paranormal,romance,science,science-fiction,young-adult
1,2767052,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,41865,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4,2657,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5,4671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,11870085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7,5907,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8,5107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,1885,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11,77203,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12,13335037,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
13,5470,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14,7613,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15,48855,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16,2429135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,6148028,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
18,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20,7260188,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
21,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,12232938,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23,15881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
24,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25,136251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26,968,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28,7624,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,18135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30,8442457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,4667024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,930,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
