book_id,goodreads_book_id,adult,adult-fiction,adventure,biography,chick-lit,childrens,classics,comics,contemporary,crime,dystopian,fantasy,historical-fiction,history,horror,humor,magic,memoir,mystery,non-fiction,paranormal,paranormal-romance,romance,sci-fi-fantasy,science-fiction,thriller,urban-fantasy,vampires,wish-list,young-adult
1,2767052,0.0,0.0,0.05755404336700175,0.0,0.0,0.0,0.0,0.0,0.0068920515881487985,0.0,0.21695528886777304,0.1955033272491633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06027838836650559,0.02018902022811127,0.09630228802881913,0.014433615891411096,0.0,0.0,0.0,0.33189197641306606
2,3,0.0,0.0,0.033802229138773454,0.0,0.0,0.03274156248369877,0.016330788892559685,0.0,0.0055224217975691605,0.0,0.0,0.6604371337657143,0.0,0.0,0.0,0.0,0.05984246491975448,0.0,0.009139121211594303,0.0,0.012839282919789257,0.0,0.0,0.019196327659056527,0.0,0.0,0.00923649388812575,0.0,0.0,0.14091217332336423
3,41865,0.0,0.0,0.0,0.0,0.01620276080561213,0.0,0.0,0.0,0.011382665761484499,0.0,0.0,0.32333107037791353,0.0,0.0,0.010454854039375424,0.0,0.0,0.0,0.0,0.0,0.11722109074451233,0.04614166100927812,0.0,0.012038922833220186,0.005532926001357773,0.0,0.02937316134872143,0.16831862412310478,0.0,0.2600022629554198
4,2657,0.02768829575088204,0.023469857340082834,0.0,0.0,0.0,0.0,0.7166935112747354,0.0,0.009702408344838166,0.011849976990335942,0.0,0.0,0.11690826813928516,0.014496088357109986,0.0,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009127166743365547,0.06063046479521399
5,4671,0.03485882780627701,0.027547764268691682,0.0,0.0,0.0,0.0,0.76186533101749,0.0,0.0,0.0,0.0,0.0,0.06666801308720766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0844205679201842,0.0,0.0,0.0,0.0,0.0,0.008603627256937432,0.01603586864321202
6,11870085,0.0,0.0,0.0,0.0,0.011704323781746557,0.0,0.0,0.0,0.197496259540539,0.0,0.0,0.0,0.0,0.0,0.0,0.01806783962424954,0.0,0.0,0.0,0.0,0.0,0.0,0.297304975284559,0.0,0.0,0.0,0.0,0.0,0.0,0.4754266017689059
7,5907,0.007057108224809445,0.004744999417659162,0.04563826712621267,0.0,0.0,0.011625248573264947,0.1356293379000358,0.0,0.0,0.0,0.0,0.7209983478774755,0.0,0.0,0.0,0.0,0.014269507339651372,0.0,0.0,0.0,0.0,0.0,0.0,0.02743472390573843,0.007514353623238419,0.0,0.0,0.0,0.0,0.025088106011914264
8,5107,0.020815264527320035,0.0189610311929898,0.0,0.0,0.0,0.0,0.784221072464635,0.0,0.02135359033406107,0.0,0.0,0.0,0.011603911834195652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012082423662409905,0.13096270598438856
9,960,0.04348827264054739,0.031974736011052995,0.06401526365998882,0.0,0.0,0.0,0.005723872495805783,0.0,0.03500115135366295,0.05394914306391658,0.0,0.02118490739826968,0.03493535971578012,0.011447744991611566,0.0,0.0,0.0,0.0,0.37764400144741606,0.0,0.0,0.0,0.005723872495805783,0.0,0.009112141846771275,0.3002072436593309,0.0,0.0,0.005592289220040133,0.0
10,1885,0.026332125481817265,0.01585124658938342,0.0,0.0,0.014580837026664165,0.0,0.6108648890557103,0.0,0.0,0.0,0.0,0.0,0.0664222090689919,0.0066985231488833384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25281150298113153,0.0,0.0,0.0,0.0,0.0,0.0,0.006438666647418037
11,77203,0.12028767881134908,0.11159408835849206,0.0,0.0,0.0,0.0,0.09136173239547933,0.0,0.192681577491504,0.0,0.0,0.0,0.3508258910930214,0.047735714850233146,0.0,0.0,0.0,0.0,0.0,0.02908401169683079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024342053267999684,0.03208725203509049
12,13335037,0.0,0.0,0.04158701944798891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18484774761803094,0.15294251994697355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11004473484303083,0.016235620056700543,0.08947961610454347,0.00837102612097771,0.0,0.0,0.0,0.3964917158617539
13,5470,0.05030442814511985,0.031678016680694775,0.0,0.0,0.0,0.0,0.28156050850977776,0.0,0.0,0.0,0.17927921034509142,0.05765005520151285,0.0,0.0,0.01383863668659751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040094881016145,0.3128887334258824,0.0,0.0,0.0,0.017183520435490745,0.015215941759671194
14,7613,0.02511085405822248,0.018315018315018316,0.0,0.0,0.0,0.0,0.631771737034895,0.0,0.0,0.0,0.1095527279737806,0.1050221708116445,0.013278388278388278,0.011326392905340274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010169654906497011,0.052703875072296125,0.0,0.0,0.0,0.007856178908810487,0.014893001735106999
15,48855,0.00660825118656444,0.0,0.0,0.15538517707192406,0.0,0.00642570281124498,0.23399050748448338,0.0,0.0,0.0,0.0,0.0,0.04225994888645491,0.15914567360350493,0.0,0.0,0.0,0.07031763417305587,0.0,0.27416940489229646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004308141657539248,0.04738955823293173
16,2429135,0.04648497832693937,0.035523890189826116,0.009864979323401923,0.0,0.0,0.0,0.0,0.0,0.048577549698570074,0.16242339694085994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45543321209705545,0.0,0.0,0.0,0.0,0.0,0.0,0.2355139255642469,0.0,0.0,0.006178067859100194,0.0
17,6148028,0.0,0.0,0.0746742083420098,0.0,0.0,0.0,0.0,0.0,0.008280991975670348,0.0,0.1499295389279263,0.25156781938720657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08135711414693675,0.02583088374165242,0.059148559058969374,0.017578947878177403,0.0,0.0,0.0,0.3316319365414509
18,5,0.0,0.0,0.033209760184312494,0.0,0.0,0.029946591266101164,0.018263692533249554,0.0,0.0054288407163053725,0.0,0.0,0.6590009425070688,0.0,0.0,0.0,0.0,0.06062205466540999,0.0,0.008813488323384648,0.0,0.012064090480678606,0.0,0.0,0.019151743638077284,0.0,0.0,0.009785317834328202,0.0,0.0,0.14371347785108388
19,34,0.010613991610352872,0.007495073802299295,0.03759625729863034,0.0,0.0,0.0,0.11668137474160128,0.0,0.0,0.0,0.0,0.7644491725196746,0.0,0.0,0.0,0.0,0.015425345438280485,0.0,0.0,0.0,0.0,0.0,0.0,0.029569275032942058,0.008111604066681979,0.0,0.0,0.0,0.0,0.010057905489537118
20,7260188,0.0,0.0,0.051687438302073056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23620280108588354,0.18557965202369203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05763357601184601,0.020406589338598225,0.09234637216189537,0.012216189536031591,0.0,0.0,0.0,0.3439273815399803
21,2,0.0,0.0,0.0,0.0,0.0,0.14628760695556167,0.030828680014437674,0.0,0.0,0.0,0.0,0.43835325590776875,0.0,0.0,0.0,0.0,0.03222998365145757,0.0,0.056943884158899345,0.0,0.08764517293360793,0.0,0.02713433406229432,0.0,0.02535085670608718,0.0,0.07159387672774369,0.0,0.0,0.08363234888214187
22,12232938,0.06574559313959027,0.06638081626171193,0.0,0.0,0.023503255518500875,0.0,0.013974908686676194,0.0,0.1333968556455455,0.07739135037848711,0.0,0.11084643481022709,0.0,0.0,0.021279974591075116,0.0,0.0,0.0,0.2657350060875549,0.0,0.037160552644116246,0.0,0.016092319093748347,0.0,0.0,0.03864273992906675,0.0,0.0,0.0098459583928855,0.12000423482081414
23,15881,0.0,0.0,0.03256226188425947,0.0,0.0,0.03152473883402571,0.011895810843166,0.0,0.005326231691078562,0.0,0.0,0.6636955142879946,0.0,0.0,0.0,0.0,0.06132727341462697,0.0,0.010114799615234368,0.0,0.012299058668358067,0.0,0.0,0.019271885645637574,0.0,0.0,0.00974515577547497,0.0,0.0,0.14223726934014375
